Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
237,60,https://pokepast.es/77f0b827e18e13c9,torkoal,annihilape,ursaluna,armarouge,hatterene,indeedee-female
238,60,https://pokepast.es/89ab4ddaa5722840,porygon2,pelipper,gastrodon,rotom [wash rotom],araquanid,archaludon
239,60,https://pokepast.es/c5a804e0727de212,incineroar,garchomp,porygon2,primarina,vivillon,gholdengo
240,60,https://pokepast.es/e55c32077ce3e9ae,rillaboom,talonflame,dragonite,primarina,sneasler,gholdengo
241,60,https://pokepast.es/29d754fb7b84d5b1,incineroar,garchomp,porygon2,amoonguss,hydreigon,gholdengo
242,60,https://pokepast.es/586e4cd0282d9f15,rillaboom,murkrow,electabuzz,sneasler,ursaluna-bloodmoon,dragapult
243,60,https://pokepast.es/32735e2bc2c45c12,corviknight,rotom [heat rotom],tyranitar,serperior,primarina,dugtrio
244,60,https://pokepast.es/a8de16697219bb02,incineroar,garchomp,porygon2,vivillon,sneasler,gholdengo
245,60,https://pokepast.es/d54d5b971ae5c9f7,talonflame,dondozo,tatsugiri-curly,sneasler,gholdengo,dragapult
246,60,https://pokepast.es/e05ca43303794301,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
247,60,https://pokepast.es/d4590bccf6d6a92f,rillaboom,volcarona,primarina,electabuzz,kommo-o,kingambit
248,60,https://pokepast.es/9281771be43d4128,incineroar,flamigo,clefable,ursaluna-bloodmoon,gholdengo,farigiraf
249,60,https://pokepast.es/e6e9d6c5494ed86a,incineroar,basculegion-male,pelipper,archaludon,amoonguss,gholdengo
250,60,https://pokepast.es/0857605b5f3d28f1,talonflame,garchomp,dragonite,primarina,vivillon,gholdengo
251,60,https://pokepast.es/07cbc1e01b467bfe,rillaboom,gastrodon,clefable,sneasler,kommo-o,kingambit
252,60,https://pokepast.es/addedb9ec90fccae,pelipper,annihilape,maushold-family-of-four,archaludon,sinistcha,hydreigon
253,60,https://pokepast.es/080822c133188d18,incineroar,ursaluna,bronzong,ninetales-alola,amoonguss,kommo-o
254,60,https://pokepast.es/f0fe86ce1fa37914,whimsicott,basculegion-male,maushold-family-of-four,delphox,indeedee-male,sneasler
255,60,https://pokepast.es/2961cf82532f70d5,blaziken,rillaboom,primarina,electabuzz,dragapult,kingambit
256,60,https://pokepast.es/e8525aae4a3c104e,murkrow,flamigo,smeargle,ursaluna-bloodmoon,gholdengo,dragapult
