 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 321  | Diglett            |  0.00007% | 21     |  0.003% | 9      |  0.003% | 
 | 322  | Zoroark            |  0.00007% | 121    |  0.019% | 27     |  0.009% | 
 | 323  | Greedent           |  0.00007% | 48     |  0.007% | 19     |  0.006% | 
 | 324  | Tropius            |  0.00007% | 81     |  0.013% | 26     |  0.009% | 
 | 325  | Banette            |  0.00006% | 28     |  0.004% | 8      |  0.003% | 
 | 326  | Magcargo           |  0.00005% | 26     |  0.004% | 10     |  0.003% | 
 | 327  | Camerupt           |  0.00005% | 371    |  0.058% | 186    |  0.062% | 
 | 328  | Cloyster           |  0.00005% | 398    |  0.062% | 187    |  0.063% | 
 | 329  | Copperajah         |  0.00005% | 121    |  0.019% | 48     |  0.016% | 
 | 330  | Thwackey           |  0.00004% | 28     |  0.004% | 7      |  0.002% | 
 | 331  | Delibird           |  0.00004% | 23     |  0.004% | 8      |  0.003% | 
 | 332  | Quagsire           |  0.00004% | 112    |  0.017% | 44     |  0.015% | 
 | 333  | Squawkabilly       |  0.00003% | 48     |  0.007% | 16     |  0.005% | 
 | 334  | Falinks            |  0.00003% | 189    |  0.029% | 68     |  0.023% | 
 | 335  | Brionne            |  0.00003% | 48     |  0.007% | 22     |  0.007% | 
 | 336  | Honchkrow          |  0.00003% | 119    |  0.018% | 60     |  0.020% | 
 | 337  | Hitmonlee          |  0.00003% | 143    |  0.022% | 77     |  0.026% | 
 | 338  | Plusle             |  0.00003% | 32     |  0.005% | 10     |  0.003% | 
 | 339  | Minun              |  0.00002% | 47     |  0.007% | 21     |  0.007% | 
 | 340  | Lumineon           |  0.00002% | 101    |  0.016% | 42     |  0.014% | 
 | 341  | Mightyena          |  0.00002% | 33     |  0.005% | 7      |  0.002% | 
 | 342  | Forretress         |  0.00002% | 174    |  0.027% | 64     |  0.021% | 
 | 343  | Appletun           |  0.00002% | 231    |  0.036% | 87     |  0.029% | 
 | 344  | Ursaring           |  0.00002% | 22     |  0.003% | 11     |  0.004% | 
 | 345  | Spidops            |  0.00002% | 53     |  0.008% | 19     |  0.006% | 
 | 346  | Flareon            |  0.00002% | 88     |  0.014% | 35     |  0.012% | 
 | 347  | Lycanroc-Midnight  |  0.00001% | 70     |  0.011% | 34     |  0.011% | 
 | 348  | Foongus            |  0.00001% | 19     |  0.003% | 7      |  0.002% | 
 | 349  | Psyduck            |  0.00001% | 101    |  0.016% | 32     |  0.011% | 
 | 350  | Sudowoodo          |  0.00001% | 28     |  0.004% | 9      |  0.003% | 
 | 351  | Swablu             |  0.00001% | 29     |  0.004% | 16     |  0.005% | 
 | 352  | Mabosstiff         |  0.00001% | 131    |  0.020% | 44     |  0.015% | 
 | 353  | Rotom              |  0.00001% | 41     |  0.006% | 18     |  0.006% | 
 | 354  | Toucannon          |  0.00001% | 77     |  0.012% | 24     |  0.008% | 
 | 355  | Klawf              |  0.00001% | 332    |  0.051% | 228    |  0.076% | 
 | 356  | Veluza             |  0.00001% | 56     |  0.009% | 27     |  0.009% | 
 | 357  | Koffing            |  0.00001% | 138    |  0.021% | 67     |  0.022% | 
 | 358  | Gligar             |  0.00001% | 25     |  0.004% | 11     |  0.004% | 
 | 359  | Hitmonchan         |  0.00001% | 147    |  0.023% | 59     |  0.020% | 
 | 360  | Tauros             |  0.00001% | 53     |  0.008% | 26     |  0.009% | 
 | 361  | Victreebel         |  0.00000% | 62     |  0.010% | 30     |  0.010% | 
 | 362  | Donphan            |  0.00000% | 117    |  0.018% | 57     |  0.019% | 
 | 363  | Sawsbuck           |  0.00000% | 277    |  0.043% | 149    |  0.050% | 
 | 364  | Cramorant          |  0.00000% | 234    |  0.036% | 115    |  0.038% | 
 | 365  | Sandslash          |  0.00000% | 32     |  0.005% | 22     |  0.007% | 
 | 366  | Komala             |  0.00000% | 18     |  0.003% | 7      |  0.002% | 
 | 367  | Oinkologne         |  0.00000% | 36     |  0.006% | 13     |  0.004% | 
 | 368  | Piloswine          |  0.00000% | 21     |  0.003% | 5      |  0.002% | 
 | 369  | Oricorio           |  0.00000% | 92     |  0.014% | 33     |  0.011% | 
 | 370  | Drowzee            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 371  | Gloom              |  0.00000% | 139    |  0.022% | 64     |  0.021% | 
 | 372  | Slowpoke-Galar     |  0.00000% | 13     |  0.002% | 5      |  0.002% | 
 | 373  | Noctowl            |  0.00000% | 81     |  0.013% | 30     |  0.010% | 
 | 374  | Sandaconda         |  0.00000% | 86     |  0.013% | 30     |  0.010% | 
 | 375  | Dugtrio-Alola      |  0.00000% | 60     |  0.009% | 29     |  0.010% | 
 | 376  | Skuntank           |  0.00000% | 12     |  0.002% | 3      |  0.001% | 
 | 377  | Flaaffy            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 378  | Gumshoos           |  0.00000% | 17     |  0.003% | 6      |  0.002% | 
 | 379  | Vulpix             |  0.00000% | 17     |  0.003% | 11     |  0.004% | 
 | 380  | Fidough            |  0.00000% | 11     |  0.002% | 4      |  0.001% | 
 | 381  | Houndour           |  0.00000% | 11     |  0.002% | 6      |  0.002% | 
 | 382  | Gible              |  0.00000% | 11     |  0.002% | 7      |  0.002% | 
 | 383  | Poliwag            |  0.00000% | 11     |  0.002% | 2      |  0.001% | 
 | 384  | Hoppip             |  0.00000% | 11     |  0.002% | 7      |  0.002% | 
 | 385  | Golem              |  0.00000% | 56     |  0.009% | 23     |  0.008% | 
 | 386  | Ariados            |  0.00000% | 170    |  0.026% | 58     |  0.019% | 
 | 387  | Aipom              |  0.00000% | 15     |  0.002% | 5      |  0.002% | 
 | 388  | Oricorio-Pa'u      |  0.00000% | 7      |  0.001% | 5      |  0.002% | 
 | 389  | Porygon            |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 390  | Grumpig            |  0.00000% | 102    |  0.016% | 25     |  0.008% | 
 | 391  | Swalot             |  0.00000% | 17     |  0.003% | 9      |  0.003% | 
 | 392  | Wartortle          |  0.00000% | 17     |  0.003% | 11     |  0.004% | 
 | 393  | Tauros-Paldea-Combat |  0.00000% | 25     |  0.004% | 9      |  0.003% | 
 | 394  | Glimmet            |  0.00000% | 3      |  0.000% | 3      |  0.001% | 
 | 395  | Leavanny           |  0.00000% | 67     |  0.010% | 27     |  0.009% | 
 | 396  | Dodrio             |  0.00000% | 44     |  0.007% | 9      |  0.003% | 
 | 397  | Swanna             |  0.00000% | 6      |  0.001% | 5      |  0.002% | 
 | 398  | Marill             |  0.00000% | 8      |  0.001% | 1      |  0.000% | 
 | 399  | Basculin           |  0.00000% | 17     |  0.003% | 7      |  0.002% | 
 | 400  | Venomoth           |  0.00000% | 26     |  0.004% | 13     |  0.004% | 
 | 401  | Numel              |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 402  | Hattrem            |  0.00000% | 44     |  0.007% | 12     |  0.004% | 
 | 403  | Kricketune         |  0.00000% | 11     |  0.002% | 5      |  0.002% | 
 | 404  | Hakamo-o           |  0.00000% | 11     |  0.002% | 3      |  0.001% | 
 | 405  | Persian            |  0.00000% | 13     |  0.002% | 2      |  0.001% | 
 | 406  | Litten             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 407  | Dratini            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 408  | Morgrem            |  0.00000% | 19     |  0.003% | 8      |  0.003% | 
 | 409  | Dunsparce          |  0.00000% | 8      |  0.001% | 4      |  0.001% | 
 | 410  | Crocalor           |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 411  | Seviper            |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 412  | Wooper             |  0.00000% | 15     |  0.002% | 0      |  0.000% | 
 | 413  | Pignite            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 414  | Squirtle           |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 415  | Tinkatuff          |  0.00000% | 25     |  0.004% | 9      |  0.003% | 
 | 416  | Cottonee           |  0.00000% | 7      |  0.001% | 0      |  0.000% | 
 | 417  | Samurott           |  0.00000% | 15     |  0.002% | 8      |  0.003% | 
 | 418  | Grovyle            |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 419  | Toedscool          |  0.00000% | 20     |  0.003% | 6      |  0.002% | 
 | 420  | Grimer-Alola       |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 421  | Scraggy            |  0.00000% | 25     |  0.004% | 8      |  0.003% | 
 | 422  | Vespiquen          |  0.00000% | 21     |  0.003% | 6      |  0.002% | 
 | 423  | Servine            |  0.00000% | 29     |  0.004% | 12     |  0.004% | 
 | 424  | Braixen            |  0.00000% | 16     |  0.002% | 9      |  0.003% | 
 | 425  | Graveler           |  0.00000% | 7      |  0.001% | 0      |  0.000% | 
 | 426  | Oinkologne-F       |  0.00000% | 28     |  0.004% | 8      |  0.003% | 
 | 427  | Combee             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 428  | Gurdurr            |  0.00000% | 3      |  0.000% | 3      |  0.001% | 
 | 429  | Shroomish          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 430  | Bronzor            |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 431  | Girafarig          |  0.00000% | 9      |  0.001% | 4      |  0.001% | 
 | 432  | Tepig              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 433  | Tandemaus          |  0.00000% | 3      |  0.000% | 1      |  0.000% | 
 | 434  | Sliggoo-Hisui      |  0.00000% | 3      |  0.000% | 1      |  0.000% | 
 | 435  | Ivysaur            |  0.00000% | 3      |  0.000% | 2      |  0.001% | 
 | 436  | Poltchageist       |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 437  | Flabebe            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 438  | Piplup             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 439  | Metang             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 440  | Drifloon           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 441  | Luvdisc            |  0.00000% | 20     |  0.003% | 5      |  0.002% | 
 | 442  | Noibat             |  0.00000% | 9      |  0.001% | 5      |  0.002% | 
 | 443  | Arrokuda           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 444  | Munchlax           |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 445  | Inkay              |  0.00000% | 9      |  0.001% | 4      |  0.001% | 
 | 446  | Sobble             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 447  | Dragonair          |  0.00000% | 15     |  0.002% | 8      |  0.003% | 
 | 448  | Bayleef            |  0.00000% | 3      |  0.000% | 2      |  0.001% | 
 | 449  | Meowth             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 450  | Magikarp           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 451  | Duosion            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 452  | Eevee              |  0.00000% | 3      |  0.000% | 0      |  0.000% | 
 | 453  | Carkol             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 454  | Doduo              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 455  | Ducklett           |  0.00000% | 3      |  0.000% | 1      |  0.000% | 
 | 456  | Skiploom           |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 457  | Skiddo             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 458  | Wooper-Paldea      |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 459  | Dartrix            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 460  | Cutiefly           |  0.00000% | 3      |  0.000% | 2      |  0.001% | 
 | 461  | Salandit           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 462  | Varoom             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 463  | Treecko            |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 464  | Qwilfish           |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 465  | Gimmighoul-Roaming |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 466  | Wingull            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 467  | Grotle             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 468  | Fuecoco            |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 469  | Bulbasaur          |  0.00000% | 3      |  0.000% | 0      |  0.000% | 
 | 470  | Muk                |  0.00000% | 31     |  0.005% | 15     |  0.005% | 
 | 471  | Marshtomp          |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 472  | Pawniard           |  0.00000% | 7      |  0.001% | 4      |  0.001% | 
 | 473  | Nosepass           |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 474  | Vigoroth           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 475  | Sandshrew          |  0.00000% | 5      |  0.001% | 0      |  0.000% | 
 | 476  | Spoink             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 477  | Magby              |  0.00000% | 11     |  0.002% | 0      |  0.000% | 
 | 478  | Lampent            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 479  | Shellos            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 480  | Hippopotas         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 481  | Drakloak           |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 482  | Shelgon            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 483  | Croagunk           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 484  | Raboot             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 485  | Finizen            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 486  | Gastly             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 487  | Impidimp           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 488  | Turtwig            |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 489  | Voltorb-Hisui      |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 490  | Vibrava            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 491  | Greavard           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 492  | Mienfoo            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 493  | Combusken          |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 494  | Sinistea           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 495  | Naclstack          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 496  | Drilbur            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 497  | Pupitar            |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 498  | Fletchling         |  0.00000% | 3      |  0.000% | 3      |  0.001% | 
 | 499  | Cacnea             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 500  | Cranidos           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 501  | Lechonk            |  0.00000% | 8      |  0.001% | 0      |  0.000% | 
