 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 323  | Trapinch           |  0.00003% | 89     |  0.021% | 29     |  0.015% | 
 | 324  | Decidueye          |  0.00003% | 149    |  0.036% | 63     |  0.033% | 
 | 325  | Medicham           |  0.00002% | 202    |  0.048% | 79     |  0.041% | 
 | 326  | Banette            |  0.00002% | 51     |  0.012% | 21     |  0.011% | 
 | 327  | Dugtrio            |  0.00002% | 97     |  0.023% | 51     |  0.026% | 
 | 328  | Cacturne           |  0.00002% | 87     |  0.021% | 32     |  0.017% | 
 | 329  | Sneasel            |  0.00002% | 57     |  0.014% | 22     |  0.011% | 
 | 330  | Wigglytuff         |  0.00002% | 63     |  0.015% | 26     |  0.013% | 
 | 331  | Snom               |  0.00002% | 34     |  0.008% | 14     |  0.007% | 
 | 332  | Electrode          |  0.00001% | 130    |  0.031% | 50     |  0.026% | 
 | 333  | Sandshrew          |  0.00001% | 6      |  0.001% | 1      |  0.001% | 
 | 334  | Gligar             |  0.00001% | 14     |  0.003% | 4      |  0.002% | 
 | 335  | Mabosstiff         |  0.00001% | 43     |  0.010% | 15     |  0.008% | 
 | 336  | Noctowl            |  0.00001% | 11     |  0.003% | 7      |  0.004% | 
 | 337  | Glalie             |  0.00001% | 63     |  0.015% | 35     |  0.018% | 
 | 338  | Golem              |  0.00001% | 11     |  0.003% | 8      |  0.004% | 
 | 339  | Blissey            |  0.00001% | 275    |  0.066% | 121    |  0.063% | 
 | 340  | Forretress         |  0.00001% | 55     |  0.013% | 20     |  0.010% | 
 | 341  | Fletchinder        |  0.00001% | 1      |  0.000% | 0      |  0.000% | 
 | 342  | Jigglypuff         |  0.00001% | 41     |  0.010% | 19     |  0.010% | 
 | 343  | Honchkrow          |  0.00001% | 143    |  0.034% | 50     |  0.026% | 
 | 344  | Granbull           |  0.00001% | 29     |  0.007% | 8      |  0.004% | 
 | 345  | Sneasel-Hisui      |  0.00001% | 30     |  0.007% | 10     |  0.005% | 
 | 346  | Blitzle            |  0.00001% | 1      |  0.000% | 0      |  0.000% | 
 | 347  | Cottonee           |  0.00000% | 7      |  0.002% | 1      |  0.001% | 
 | 348  | Minun              |  0.00000% | 78     |  0.019% | 27     |  0.014% | 
 | 349  | Sunflora           |  0.00000% | 48     |  0.011% | 21     |  0.011% | 
 | 350  | Sandaconda         |  0.00000% | 94     |  0.022% | 34     |  0.018% | 
 | 351  | Flygon             |  0.00000% | 123    |  0.029% | 53     |  0.027% | 
 | 352  | Makuhita           |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 353  | Shellos            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 354  | Shieldon           |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 355  | Gothorita          |  0.00000% | 28     |  0.007% | 15     |  0.008% | 
 | 356  | Koffing            |  0.00000% | 18     |  0.004% | 6      |  0.003% | 
 | 357  | Magneton           |  0.00000% | 65     |  0.016% | 19     |  0.010% | 
 | 358  | Lycanroc-Midnight  |  0.00000% | 59     |  0.014% | 25     |  0.013% | 
 | 359  | Passimian          |  0.00000% | 18     |  0.004% | 9      |  0.005% | 
 | 360  | Victreebel         |  0.00000% | 14     |  0.003% | 5      |  0.003% | 
 | 361  | Carkol             |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 362  | Flapple            |  0.00000% | 168    |  0.040% | 61     |  0.032% | 
 | 363  | Oricorio           |  0.00000% | 71     |  0.017% | 30     |  0.016% | 
 | 364  | Sawsbuck           |  0.00000% | 40     |  0.010% | 18     |  0.009% | 
 | 365  | Oricorio-Pa'u      |  0.00000% | 5      |  0.001% | 0      |  0.000% | 
 | 366  | Eevee              |  0.00000% | 15     |  0.004% | 1      |  0.001% | 
 | 367  | Gogoat             |  0.00000% | 26     |  0.006% | 8      |  0.004% | 
 | 368  | Zangoose           |  0.00000% | 41     |  0.010% | 16     |  0.008% | 
 | 369  | Qwilfish           |  0.00000% | 10     |  0.002% | 4      |  0.002% | 
 | 370  | Tandemaus          |  0.00000% | 7      |  0.002% | 4      |  0.002% | 
 | 371  | Hattrem            |  0.00000% | 5      |  0.001% | 1      |  0.001% | 
 | 372  | Tauros-Paldea-Combat |  0.00000% | 47     |  0.011% | 11     |  0.006% | 
 | 373  | Flareon            |  0.00000% | 80     |  0.019% | 36     |  0.019% | 
 | 374  | Furret             |  0.00000% | 46     |  0.011% | 10     |  0.005% | 
 | 375  | Zorua-Hisui        |  0.00000% | 4      |  0.001% | 1      |  0.001% | 
 | 376  | Veluza             |  0.00000% | 51     |  0.012% | 22     |  0.011% | 
 | 377  | Zebstrika          |  0.00000% | 120    |  0.029% | 40     |  0.021% | 
 | 378  | Chimecho           |  0.00000% | 22     |  0.005% | 8      |  0.004% | 
 | 379  | Pawmi              |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 380  | Vulpix-Alola       |  0.00000% | 11     |  0.003% | 2      |  0.001% | 
 | 381  | Oinkologne-F       |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 382  | Sandslash          |  0.00000% | 14     |  0.003% | 8      |  0.004% | 
 | 383  | Gloom              |  0.00000% | 33     |  0.008% | 15     |  0.008% | 
 | 384  | Falinks            |  0.00000% | 98     |  0.023% | 41     |  0.021% | 
 | 385  | Whiscash           |  0.00000% | 8      |  0.002% | 0      |  0.000% | 
 | 386  | Klawf              |  0.00000% | 68     |  0.016% | 34     |  0.018% | 
 | 387  | Greedent           |  0.00000% | 32     |  0.008% | 12     |  0.006% | 
 | 388  | Mightyena          |  0.00000% | 14     |  0.003% | 7      |  0.004% | 
 | 389  | Cramorant          |  0.00000% | 62     |  0.015% | 13     |  0.007% | 
 | 390  | Quilladin          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 391  | Dunsparce          |  0.00000% | 18     |  0.004% | 10     |  0.005% | 
 | 392  | Toedscool          |  0.00000% | 54     |  0.013% | 28     |  0.014% | 
 | 393  | Varoom             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 394  | Ursaring           |  0.00000% | 58     |  0.014% | 25     |  0.013% | 
 | 395  | Finneon            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 396  | Basculin           |  0.00000% | 4      |  0.001% | 1      |  0.001% | 
 | 397  | Seviper            |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 398  | Tinkatuff          |  0.00000% | 115    |  0.027% | 43     |  0.022% | 
 | 399  | Tauros             |  0.00000% | 34     |  0.008% | 10     |  0.005% | 
 | 400  | Combusken          |  0.00000% | 5      |  0.001% | 4      |  0.002% | 
 | 401  | Pichu              |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 402  | Donphan            |  0.00000% | 57     |  0.014% | 20     |  0.010% | 
 | 403  | Swanna             |  0.00000% | 15     |  0.004% | 4      |  0.002% | 
 | 404  | Tropius            |  0.00000% | 58     |  0.014% | 18     |  0.009% | 
 | 405  | Skuntank           |  0.00000% | 45     |  0.011% | 19     |  0.010% | 
 | 406  | Toucannon          |  0.00000% | 64     |  0.015% | 34     |  0.018% | 
 | 407  | Duskull            |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 408  | Joltik             |  0.00000% | 32     |  0.008% | 12     |  0.006% | 
 | 409  | Sudowoodo          |  0.00000% | 60     |  0.014% | 26     |  0.013% | 
 | 410  | Crabrawler         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 411  | Pawmo              |  0.00000% | 19     |  0.005% | 7      |  0.004% | 
 | 412  | Marill             |  0.00000% | 6      |  0.001% | 5      |  0.003% | 
 | 413  | Wooper             |  0.00000% | 3      |  0.001% | 1      |  0.001% | 
 | 414  | Magikarp           |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 415  | Foongus            |  0.00000% | 11     |  0.003% | 3      |  0.002% | 
 | 416  | Floragato          |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 417  | Sliggoo-Hisui      |  0.00000% | 16     |  0.004% | 9      |  0.005% | 
 | 418  | Diglett            |  0.00000% | 3      |  0.001% | 1      |  0.001% | 
 | 419  | Wartortle          |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 420  | Dartrix            |  0.00000% | 39     |  0.009% | 11     |  0.006% | 
 | 421  | Scorbunny          |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 422  | Shroodle           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 423  | Swablu             |  0.00000% | 10     |  0.002% | 3      |  0.002% | 
 | 424  | Voltorb            |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 425  | Steenee            |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 426  | Braixen            |  0.00000% | 62     |  0.015% | 35     |  0.018% | 
 | 427  | Skiploom           |  0.00000% | 3      |  0.001% | 1      |  0.001% | 
 | 428  | Monferno           |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 429  | Vigoroth           |  0.00000% | 7      |  0.002% | 3      |  0.002% | 
 | 430  | Spewpa             |  0.00000% | 4      |  0.001% | 1      |  0.001% | 
 | 431  | Magcargo           |  0.00000% | 15     |  0.004% | 6      |  0.003% | 
 | 432  | Mareanie           |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 433  | Eelektrik          |  0.00000% | 17     |  0.004% | 6      |  0.003% | 
 | 434  | Gurdurr            |  0.00000% | 20     |  0.005% | 10     |  0.005% | 
 | 435  | Stantler           |  0.00000% | 35     |  0.008% | 20     |  0.010% | 
 | 436  | Bellossom          |  0.00000% | 61     |  0.015% | 16     |  0.008% | 
 | 437  | Girafarig          |  0.00000% | 24     |  0.006% | 6      |  0.003% | 
 | 438  | Servine            |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 439  | Spidops            |  0.00000% | 11     |  0.003% | 3      |  0.002% | 
 | 440  | Scatterbug         |  0.00000% | 35     |  0.008% | 11     |  0.006% | 
 | 441  | Vulpix             |  0.00000% | 5      |  0.001% | 3      |  0.002% | 
 | 442  | Persian            |  0.00000% | 23     |  0.005% | 10     |  0.005% | 
 | 443  | Dragonair          |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 444  | Sunkern            |  0.00000% | 4      |  0.001% | 1      |  0.001% | 
 | 445  | Plusle             |  0.00000% | 9      |  0.002% | 3      |  0.002% | 
 | 446  | Swalot             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 447  | Muk                |  0.00000% | 27     |  0.006% | 10     |  0.005% | 
 | 448  | Numel              |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 449  | Voltorb-Hisui      |  0.00000% | 7      |  0.002% | 3      |  0.002% | 
 | 450  | Kricketune         |  0.00000% | 5      |  0.001% | 3      |  0.002% | 
 | 451  | Duosion            |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 452  | Cleffa             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 453  | Bronzor            |  0.00000% | 14     |  0.003% | 5      |  0.003% | 
 | 454  | Hakamo-o           |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 455  | Snorunt            |  0.00000% | 21     |  0.005% | 12     |  0.006% | 
 | 456  | Aipom              |  0.00000% | 10     |  0.002% | 3      |  0.002% | 
 | 457  | Vespiquen          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 458  | Treecko            |  0.00000% | 11     |  0.003% | 2      |  0.001% | 
 | 459  | Chinchou           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 460  | Poltchageist       |  0.00000% | 6      |  0.001% | 3      |  0.002% | 
 | 461  | Grotle             |  0.00000% | 42     |  0.010% | 6      |  0.003% | 
 | 462  | Pawniard           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 463  | Smoliv             |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 464  | Nosepass           |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 465  | Litten             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 466  | Luvdisc            |  0.00000% | 7      |  0.002% | 5      |  0.003% | 
 | 467  | Pignite            |  0.00000% | 27     |  0.006% | 12     |  0.006% | 
 | 468  | Bayleef            |  0.00000% | 2      |  0.000% | 1      |  0.001% | 
 | 469  | Ivysaur            |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 470  | Dratini            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 471  | Starly             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 472  | Morgrem            |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 473  | Chingling          |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 474  | Shelgon            |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 475  | Meowth-Alola       |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 476  | Growlithe          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 477  | Oinkologne         |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 478  | Graveler           |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 479  | Gabite             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 480  | Mienfoo            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 481  | Exeggcute          |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 482  | Sinistea           |  0.00000% | 8      |  0.002% | 1      |  0.001% | 
 | 483  | Golett             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 484  | Seadra             |  0.00000% | 7      |  0.002% | 3      |  0.002% | 
 | 485  | Meditite           |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
 | 486  | Spinarak           |  0.00000% | 1      |  0.000% | 1      |  0.001% | 
