 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 325  | Hitmonchan         |  0.00000% | 11     |  0.011% | 4      |  0.009% | 
 | 326  | Masquerain         |  0.00000% | 23     |  0.023% | 8      |  0.017% | 
 | 327  | Alomomola          |  0.00000% | 28     |  0.028% | 13     |  0.028% | 
 | 328  | Morpeko            |  0.00000% | 22     |  0.022% | 12     |  0.026% | 
 | 329  | Honchkrow          |  0.00000% | 70     |  0.070% | 26     |  0.056% | 
 | 330  | Spiritomb          |  0.00000% | 37     |  0.037% | 17     |  0.037% | 
 | 331  | Ursaring           |  0.00000% | 4      |  0.004% | 0      |  0.000% | 
 | 332  | Meganium           |  0.00000% | 26     |  0.026% | 8      |  0.017% | 
 | 333  | Copperajah         |  0.00000% | 92     |  0.092% | 31     |  0.067% | 
 | 334  | Lokix              |  0.00000% | 48     |  0.048% | 27     |  0.058% | 
 | 335  | Vileplume          |  0.00000% | 24     |  0.024% | 10     |  0.022% | 
 | 336  | Rotom-Fan          |  0.00000% | 18     |  0.018% | 8      |  0.017% | 
 | 337  | Diglett            |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 338  | Arbok              |  0.00000% | 25     |  0.025% | 5      |  0.011% | 
 | 339  | Rotom              |  0.00000% | 4      |  0.004% | 3      |  0.006% | 
 | 340  | Tyrogue            |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 341  | Fidough            |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 342  | Luxray             |  0.00000% | 44     |  0.044% | 19     |  0.041% | 
 | 343  | Donphan            |  0.00000% | 57     |  0.057% | 31     |  0.067% | 
 | 344  | Samurott           |  0.00000% | 4      |  0.004% | 2      |  0.004% | 
 | 345  | Zangoose           |  0.00000% | 3      |  0.003% | 0      |  0.000% | 
 | 346  | Squawkabilly       |  0.00000% | 3      |  0.003% | 1      |  0.002% | 
 | 347  | Gurdurr            |  0.00000% | 8      |  0.008% | 3      |  0.006% | 
 | 348  | Dunsparce          |  0.00000% | 20     |  0.020% | 7      |  0.015% | 
 | 349  | Skuntank           |  0.00000% | 8      |  0.008% | 1      |  0.002% | 
 | 350  | Chansey            |  0.00000% | 52     |  0.052% | 15     |  0.032% | 
 | 351  | Dedenne            |  0.00000% | 22     |  0.022% | 12     |  0.026% | 
 | 352  | Lanturn            |  0.00000% | 18     |  0.018% | 5      |  0.011% | 
 | 353  | Tandemaus          |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 354  | Hitmonlee          |  0.00000% | 16     |  0.016% | 7      |  0.015% | 
 | 355  | Ariados            |  0.00000% | 9      |  0.009% | 4      |  0.009% | 
 | 356  | Duosion            |  0.00000% | 3      |  0.003% | 2      |  0.004% | 
 | 357  | Swalot             |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 358  | Lycanroc-Midnight  |  0.00000% | 29     |  0.029% | 19     |  0.041% | 
 | 359  | Koffing            |  0.00000% | 37     |  0.037% | 6      |  0.013% | 
 | 360  | Zorua-Hisui        |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 361  | Nosepass           |  0.00000% | 4      |  0.004% | 0      |  0.000% | 
 | 362  | Banette            |  0.00000% | 7      |  0.007% | 2      |  0.004% | 
 | 363  | Magcargo           |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 364  | Charmeleon         |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 365  | Decidueye          |  0.00000% | 43     |  0.043% | 12     |  0.026% | 
 | 366  | Shroodle           |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 367  | Trapinch           |  0.00000% | 10     |  0.010% | 6      |  0.013% | 
 | 368  | Muk                |  0.00000% | 40     |  0.040% | 22     |  0.048% | 
 | 369  | Passimian          |  0.00000% | 11     |  0.011% | 5      |  0.011% | 
 | 370  | Sawsbuck           |  0.00000% | 3      |  0.003% | 1      |  0.002% | 
 | 371  | Fletchling         |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 372  | Luvdisc            |  0.00000% | 4      |  0.004% | 3      |  0.006% | 
 | 373  | Haunter            |  0.00000% | 30     |  0.030% | 7      |  0.015% | 
 | 374  | Gloom              |  0.00000% | 9      |  0.009% | 6      |  0.013% | 
 | 375  | Gabite             |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 376  | Gible              |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 377  | Larvitar           |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 378  | Pupitar            |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 379  | Pyroar             |  0.00000% | 18     |  0.018% | 11     |  0.024% | 
 | 380  | Leavanny           |  0.00000% | 11     |  0.011% | 4      |  0.009% | 
 | 381  | Toucannon          |  0.00000% | 13     |  0.013% | 2      |  0.004% | 
 | 382  | Dugtrio-Alola      |  0.00000% | 6      |  0.006% | 3      |  0.006% | 
 | 383  | Sandslash          |  0.00000% | 2      |  0.002% | 2      |  0.004% | 
 | 384  | Magikarp           |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 385  | Feebas             |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 386  | Torracat           |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 387  | Toedscool          |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 388  | Meditite           |  0.00000% | 2      |  0.002% | 0      |  0.000% | 
 | 389  | Scatterbug         |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 390  | Slowpoke-Galar     |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 391  | Sandaconda         |  0.00000% | 16     |  0.016% | 3      |  0.006% | 
 | 392  | Minun              |  0.00000% | 16     |  0.016% | 3      |  0.006% | 
 | 393  | Vigoroth           |  0.00000% | 2      |  0.002% | 0      |  0.000% | 
 | 394  | Flareon            |  0.00000% | 11     |  0.011% | 2      |  0.004% | 
 | 395  | Poltchageist       |  0.00000% | 3      |  0.003% | 1      |  0.002% | 
 | 396  | Munchlax           |  0.00000% | 9      |  0.009% | 7      |  0.015% | 
 | 397  | Pignite            |  0.00000% | 3      |  0.003% | 3      |  0.006% | 
 | 398  | Wooper             |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 399  | Swablu             |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 400  | Prinplup           |  0.00000% | 3      |  0.003% | 2      |  0.004% | 
 | 401  | Braixen            |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 402  | Snorunt            |  0.00000% | 4      |  0.004% | 2      |  0.004% | 
 | 403  | Tinkatuff          |  0.00000% | 40     |  0.040% | 15     |  0.032% | 
 | 404  | Chimecho           |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 405  | Mankey             |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 406  | Victreebel         |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 407  | Dratini            |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 408  | Ivysaur            |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 409  | Girafarig          |  0.00000% | 16     |  0.016% | 2      |  0.004% | 
 | 410  | Oinkologne         |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 411  | Whiscash           |  0.00000% | 6      |  0.006% | 2      |  0.004% | 
 | 412  | Porygon            |  0.00000% | 7      |  0.007% | 3      |  0.006% | 
 | 413  | Tauros             |  0.00000% | 4      |  0.004% | 1      |  0.002% | 
 | 414  | Oricorio           |  0.00000% | 14     |  0.014% | 9      |  0.019% | 
 | 415  | Eevee              |  0.00000% | 3      |  0.003% | 1      |  0.002% | 
 | 416  | Granbull           |  0.00000% | 3      |  0.003% | 1      |  0.002% | 
 | 417  | Numel              |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 418  | Komala             |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 419  | Piloswine          |  0.00000% | 26     |  0.026% | 13     |  0.028% | 
 | 420  | Combusken          |  0.00000% | 7      |  0.007% | 3      |  0.006% | 
 | 421  | Bulbasaur          |  0.00000% | 2      |  0.002% | 1      |  0.002% | 
 | 422  | Makuhita           |  0.00000% | 2      |  0.002% | 0      |  0.000% | 
 | 423  | Oinkologne-F       |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 424  | Vespiquen          |  0.00000% | 4      |  0.004% | 3      |  0.006% | 
 | 425  | Carkol             |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 426  | Persian            |  0.00000% | 10     |  0.010% | 4      |  0.009% | 
 | 427  | Kricketune         |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 428  | Morgrem            |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 429  | Basculin           |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 430  | Thwackey           |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 431  | Gulpin             |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 432  | Aipom              |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 433  | Skiploom           |  0.00000% | 2      |  0.002% | 0      |  0.000% | 
 | 434  | Mightyena          |  0.00000% | 3      |  0.003% | 0      |  0.000% | 
 | 435  | Plusle             |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 436  | Glimmet            |  0.00000% | 1      |  0.001% | 1      |  0.002% | 
 | 437  | Vulpix-Alola       |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
 | 438  | Monferno           |  0.00000% | 1      |  0.001% | 0      |  0.000% | 
