 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 323  | Oricorio-Pa'u      |  0.00001% | 11     |  0.002% | 2      |  0.001% | 
 | 324  | Gumshoos           |  0.00001% | 11     |  0.002% | 5      |  0.002% | 
 | 325  | Golem              |  0.00001% | 32     |  0.007% | 13     |  0.006% | 
 | 326  | Blissey            |  0.00001% | 87     |  0.019% | 43     |  0.020% | 
 | 327  | Drowzee            |  0.00001% | 18     |  0.004% | 6      |  0.003% | 
 | 328  | Donphan            |  0.00001% | 32     |  0.007% | 20     |  0.009% | 
 | 329  | Tauros             |  0.00001% | 46     |  0.010% | 17     |  0.008% | 
 | 330  | Forretress         |  0.00001% | 79     |  0.017% | 23     |  0.011% | 
 | 331  | Muk                |  0.00001% | 17     |  0.004% | 3      |  0.001% | 
 | 332  | Bellossom          |  0.00001% | 38     |  0.008% | 13     |  0.006% | 
 | 333  | Torracat           |  0.00000% | 44     |  0.010% | 18     |  0.008% | 
 | 334  | Scraggy            |  0.00000% | 44     |  0.010% | 13     |  0.006% | 
 | 335  | Luvdisc            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 336  | Grotle             |  0.00000% | 12     |  0.003% | 5      |  0.002% | 
 | 337  | Leavanny           |  0.00000% | 18     |  0.004% | 6      |  0.003% | 
 | 338  | Golurk             |  0.00000% | 111    |  0.024% | 61     |  0.029% | 
 | 339  | Galvantula         |  0.00000% | 138    |  0.030% | 61     |  0.029% | 
 | 340  | Quilava            |  0.00000% | 13     |  0.003% | 3      |  0.001% | 
 | 341  | Skiploom           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 342  | Hypno              |  0.00000% | 12     |  0.003% | 4      |  0.002% | 
 | 343  | Toedscool          |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 344  | Passimian          |  0.00000% | 115    |  0.025% | 43     |  0.020% | 
 | 345  | Charjabug          |  0.00000% | 178    |  0.039% | 97     |  0.046% | 
 | 346  | Sawsbuck           |  0.00000% | 216    |  0.047% | 72     |  0.034% | 
 | 347  | Stantler           |  0.00000% | 51     |  0.011% | 16     |  0.008% | 
 | 348  | Gligar             |  0.00000% | 33     |  0.007% | 9      |  0.004% | 
 | 349  | Sandshrew          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 350  | Fletchinder        |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 351  | Mienfoo            |  0.00000% | 5      |  0.001% | 0      |  0.000% | 
 | 352  | Revavroom          |  0.00000% | 57     |  0.013% | 18     |  0.008% | 
 | 353  | Hakamo-o           |  0.00000% | 8      |  0.002% | 6      |  0.003% | 
 | 354  | Lanturn            |  0.00000% | 38     |  0.008% | 19     |  0.009% | 
 | 355  | Honchkrow          |  0.00000% | 65     |  0.014% | 36     |  0.017% | 
 | 356  | Basculin           |  0.00000% | 30     |  0.007% | 15     |  0.007% | 
 | 357  | Furret             |  0.00000% | 54     |  0.012% | 15     |  0.007% | 
 | 358  | Mankey             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 359  | Gothita            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 360  | Haunter            |  0.00000% | 84     |  0.018% | 38     |  0.018% | 
 | 361  | Flareon            |  0.00000% | 22     |  0.005% | 6      |  0.003% | 
 | 362  | Quagsire           |  0.00000% | 104    |  0.023% | 64     |  0.030% | 
 | 363  | Ivysaur            |  0.00000% | 13     |  0.003% | 6      |  0.003% | 
 | 364  | Tinkatuff          |  0.00000% | 8      |  0.002% | 1      |  0.000% | 
 | 365  | Oricorio           |  0.00000% | 148    |  0.032% | 58     |  0.027% | 
 | 366  | Gurdurr            |  0.00000% | 10     |  0.002% | 6      |  0.003% | 
 | 367  | Munchlax           |  0.00000% | 9      |  0.002% | 6      |  0.003% | 
 | 368  | Gastly             |  0.00000% | 14     |  0.003% | 4      |  0.002% | 
 | 369  | Crocalor           |  0.00000% | 7      |  0.002% | 2      |  0.001% | 
 | 370  | Magcargo           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 371  | Zorua              |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 372  | Delibird           |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 373  | Venomoth           |  0.00000% | 28     |  0.006% | 10     |  0.005% | 
 | 374  | Poltchageist       |  0.00000% | 26     |  0.006% | 12     |  0.006% | 
 | 375  | Piloswine          |  0.00000% | 16     |  0.004% | 8      |  0.004% | 
 | 376  | Granbull           |  0.00000% | 24     |  0.005% | 8      |  0.004% | 
 | 377  | Qwilfish           |  0.00000% | 10     |  0.002% | 4      |  0.002% | 
 | 378  | Gloom              |  0.00000% | 27     |  0.006% | 4      |  0.002% | 
 | 379  | Lycanroc-Midnight  |  0.00000% | 35     |  0.008% | 11     |  0.005% | 
 | 380  | Solosis            |  0.00000% | 46     |  0.010% | 23     |  0.011% | 
 | 381  | Fletchling         |  0.00000% | 21     |  0.005% | 7      |  0.003% | 
 | 382  | Poliwhirl          |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 383  | Zangoose           |  0.00000% | 39     |  0.009% | 16     |  0.008% | 
 | 384  | Seviper            |  0.00000% | 6      |  0.001% | 1      |  0.000% | 
 | 385  | Porygon            |  0.00000% | 19     |  0.004% | 5      |  0.002% | 
 | 386  | Vulpix-Alola       |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 387  | Sprigatito         |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 388  | Litten             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 389  | Tropius            |  0.00000% | 42     |  0.009% | 13     |  0.006% | 
 | 390  | Totodile           |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 391  | Eevee              |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 392  | Glalie             |  0.00000% | 16     |  0.004% | 8      |  0.004% | 
 | 393  | Yanma              |  0.00000% | 64     |  0.014% | 16     |  0.008% | 
 | 394  | Swalot             |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 395  | Spewpa             |  0.00000% | 12     |  0.003% | 5      |  0.002% | 
 | 396  | Vigoroth           |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 397  | Ursaring           |  0.00000% | 15     |  0.003% | 5      |  0.002% | 
 | 398  | Marshtomp          |  0.00000% | 7      |  0.002% | 0      |  0.000% | 
 | 399  | Zoroark            |  0.00000% | 39     |  0.009% | 8      |  0.004% | 
 | 400  | Victreebel         |  0.00000% | 39     |  0.009% | 23     |  0.011% | 
 | 401  | Wooper             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 402  | Chimecho           |  0.00000% | 6      |  0.001% | 3      |  0.001% | 
 | 403  | Duosion            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 404  | Morgrem            |  0.00000% | 8      |  0.002% | 3      |  0.001% | 
 | 405  | Dodrio             |  0.00000% | 31     |  0.007% | 6      |  0.003% | 
 | 406  | Carkol             |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 407  | Banette            |  0.00000% | 14     |  0.003% | 10     |  0.005% | 
 | 408  | Girafarig          |  0.00000% | 6      |  0.001% | 3      |  0.001% | 
 | 409  | Finneon            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 410  | Meganium           |  0.00000% | 24     |  0.005% | 9      |  0.004% | 
 | 411  | Seel               |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 412  | Klawf              |  0.00000% | 26     |  0.006% | 16     |  0.008% | 
 | 413  | Skuntank           |  0.00000% | 8      |  0.002% | 2      |  0.001% | 
 | 414  | Meditite           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 415  | Noctowl            |  0.00000% | 8      |  0.002% | 7      |  0.003% | 
 | 416  | Oinkologne-F       |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 417  | Duskull            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 418  | Seadra             |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 419  | Spidops            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 420  | Dunsparce          |  0.00000% | 8      |  0.002% | 5      |  0.002% | 
 | 421  | Sandslash          |  0.00000% | 7      |  0.002% | 3      |  0.001% | 
 | 422  | Whiscash           |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 423  | Mightyena          |  0.00000% | 16     |  0.004% | 7      |  0.003% | 
 | 424  | Veluza             |  0.00000% | 18     |  0.004% | 7      |  0.003% | 
 | 425  | Braixen            |  0.00000% | 6      |  0.001% | 3      |  0.001% | 
 | 426  | Tauros-Paldea-Combat |  0.00000% | 25     |  0.005% | 11     |  0.005% | 
 | 427  | Corvisquire        |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 428  | Bronzor            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 429  | Fraxure            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 430  | Psyduck            |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 431  | Persian            |  0.00000% | 20     |  0.004% | 8      |  0.004% | 
 | 432  | Impidimp           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 433  | Cubchoo            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 434  | Minun              |  0.00000% | 6      |  0.001% | 1      |  0.000% | 
 | 435  | Charcadet          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 436  | Dartrix            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 437  | Rotom              |  0.00000% | 8      |  0.002% | 3      |  0.001% | 
 | 438  | Prinplup           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 439  | Samurott           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 440  | Kricketune         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 441  | Bulbasaur          |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 442  | Brionne            |  0.00000% | 7      |  0.002% | 1      |  0.000% | 
 | 443  | Swanna             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 444  | Voltorb-Hisui      |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 445  | Gabite             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 446  | Zweilous           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 447  | Vespiquen          |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 448  | Crabrawler         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 449  | Oinkologne         |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 450  | Bayleef            |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 451  | Servine            |  0.00000% | 7      |  0.002% | 6      |  0.003% | 
 | 452  | Sliggoo-Hisui      |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 453  | Horsea             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 454  | Swadloon           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 455  | Combusken          |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 456  | Litwick            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 457  | Goomy              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 458  | Azurill            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 459  | Cottonee           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 460  | Inkay              |  0.00000% | 41     |  0.009% | 14     |  0.007% | 
 | 461  | Pineco             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 462  | Cyndaquil          |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 463  | Plusle             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 464  | Krokorok           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 465  | Beldum             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 466  | Vulpix             |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 467  | Numel              |  0.00000% | 4      |  0.001% | 4      |  0.002% | 
 | 468  | Pichu              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 469  | Piplup             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 470  | Pignite            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 471  | Tadbulb            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 472  | Eelektrik          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 473  | Floette            |  0.00000% | 5      |  0.001% | 5      |  0.002% | 
 | 474  | Drakloak           |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 475  | Tandemaus          |  0.00000% | 7      |  0.002% | 6      |  0.003% | 
 | 476  | Dratini            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 477  | Rowlet             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 478  | Kirlia             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 479  | Squirtle           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
