 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 322  | Sneasel            |  0.00006% | 22     |  0.004% | 9      |  0.004% | 
 | 323  | Raichu-Alola       |  0.00005% | 281    |  0.051% | 141    |  0.055% | 
 | 324  | Eelektross         |  0.00005% | 463    |  0.083% | 242    |  0.094% | 
 | 325  | Sliggoo-Hisui      |  0.00005% | 12     |  0.002% | 1      |  0.000% | 
 | 326  | Vulpix             |  0.00004% | 8      |  0.001% | 3      |  0.001% | 
 | 327  | Gloom              |  0.00004% | 65     |  0.012% | 26     |  0.010% | 
 | 328  | Dugtrio-Alola      |  0.00003% | 61     |  0.011% | 24     |  0.009% | 
 | 329  | Zangoose           |  0.00003% | 73     |  0.013% | 30     |  0.012% | 
 | 330  | Wugtrio            |  0.00003% | 31     |  0.006% | 6      |  0.002% | 
 | 331  | Sudowoodo          |  0.00003% | 17     |  0.003% | 3      |  0.001% | 
 | 332  | Hypno              |  0.00003% | 311    |  0.056% | 45     |  0.018% | 
 | 333  | Granbull           |  0.00003% | 158    |  0.028% | 39     |  0.015% | 
 | 334  | Wigglytuff         |  0.00003% | 95     |  0.017% | 31     |  0.012% | 
 | 335  | Rotom-Fan          |  0.00003% | 64     |  0.012% | 29     |  0.011% | 
 | 336  | Klawf              |  0.00002% | 142    |  0.026% | 78     |  0.030% | 
 | 337  | Lanturn            |  0.00002% | 106    |  0.019% | 51     |  0.020% | 
 | 338  | Qwilfish-Hisui     |  0.00002% | 82     |  0.015% | 23     |  0.009% | 
 | 339  | Decidueye          |  0.00002% | 152    |  0.027% | 48     |  0.019% | 
 | 340  | Zebstrika          |  0.00002% | 102    |  0.018% | 42     |  0.016% | 
 | 341  | Munchlax           |  0.00002% | 18     |  0.003% | 7      |  0.003% | 
 | 342  | Lycanroc-Midnight  |  0.00002% | 74     |  0.013% | 42     |  0.016% | 
 | 343  | Tauros             |  0.00002% | 52     |  0.009% | 16     |  0.006% | 
 | 344  | Donphan            |  0.00001% | 66     |  0.012% | 29     |  0.011% | 
 | 345  | Blissey            |  0.00001% | 186    |  0.034% | 63     |  0.025% | 
 | 346  | Probopass          |  0.00001% | 84     |  0.015% | 35     |  0.014% | 
 | 347  | Tropius            |  0.00001% | 56     |  0.010% | 16     |  0.006% | 
 | 348  | Sandaconda         |  0.00001% | 78     |  0.014% | 29     |  0.011% | 
 | 349  | Ursaring           |  0.00001% | 81     |  0.015% | 40     |  0.016% | 
 | 350  | Furret             |  0.00001% | 46     |  0.008% | 11     |  0.004% | 
 | 351  | Slowpoke           |  0.00001% | 48     |  0.009% | 20     |  0.008% | 
 | 352  | Vespiquen          |  0.00001% | 10     |  0.002% | 6      |  0.002% | 
 | 353  | Girafarig          |  0.00001% | 15     |  0.003% | 8      |  0.003% | 
 | 354  | Duraludon          |  0.00001% | 284    |  0.051% | 91     |  0.035% | 
 | 355  | Poltchageist       |  0.00001% | 9      |  0.002% | 4      |  0.002% | 
 | 356  | Bellossom          |  0.00001% | 85     |  0.015% | 40     |  0.016% | 
 | 357  | Vileplume          |  0.00001% | 123    |  0.022% | 64     |  0.025% | 
 | 358  | Eelektrik          |  0.00000% | 14     |  0.003% | 5      |  0.002% | 
 | 359  | Nosepass           |  0.00000% | 24     |  0.004% | 9      |  0.004% | 
 | 360  | Polteageist        |  0.00000% | 104    |  0.019% | 41     |  0.016% | 
 | 361  | Tandemaus          |  0.00000% | 24     |  0.004% | 4      |  0.002% | 
 | 362  | Gothorita          |  0.00000% | 61     |  0.011% | 28     |  0.011% | 
 | 363  | Grotle             |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 364  | Delibird           |  0.00000% | 26     |  0.005% | 8      |  0.003% | 
 | 365  | Bayleef            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 366  | Vigoroth           |  0.00000% | 15     |  0.003% | 6      |  0.002% | 
 | 367  | Hitmonlee          |  0.00000% | 128    |  0.023% | 61     |  0.024% | 
 | 368  | Zorua-Hisui        |  0.00000% | 57     |  0.010% | 14     |  0.005% | 
 | 369  | Oricorio-Pa'u      |  0.00000% | 18     |  0.003% | 9      |  0.004% | 
 | 370  | Thwackey           |  0.00000% | 14     |  0.003% | 3      |  0.001% | 
 | 371  | Sunflora           |  0.00000% | 66     |  0.012% | 28     |  0.011% | 
 | 372  | Seel               |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 373  | Ivysaur            |  0.00000% | 9      |  0.002% | 3      |  0.001% | 
 | 374  | Ariados            |  0.00000% | 42     |  0.008% | 13     |  0.005% | 
 | 375  | Oricorio           |  0.00000% | 74     |  0.013% | 57     |  0.022% | 
 | 376  | Forretress         |  0.00000% | 55     |  0.010% | 21     |  0.008% | 
 | 377  | Glalie             |  0.00000% | 54     |  0.010% | 18     |  0.007% | 
 | 378  | Cramorant          |  0.00000% | 144    |  0.026% | 64     |  0.025% | 
 | 379  | Morpeko            |  0.00000% | 61     |  0.011% | 24     |  0.009% | 
 | 380  | Gumshoos           |  0.00000% | 33     |  0.006% | 17     |  0.007% | 
 | 381  | Chimecho           |  0.00000% | 63     |  0.011% | 14     |  0.005% | 
 | 382  | Sentret            |  0.00000% | 66     |  0.012% | 20     |  0.008% | 
 | 383  | Combusken          |  0.00000% | 19     |  0.003% | 5      |  0.002% | 
 | 384  | Muk                |  0.00000% | 25     |  0.005% | 7      |  0.003% | 
 | 385  | Sandslash          |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 386  | Leavanny           |  0.00000% | 43     |  0.008% | 18     |  0.007% | 
 | 387  | Poliwhirl          |  0.00000% | 6      |  0.001% | 1      |  0.000% | 
 | 388  | Persian            |  0.00000% | 8      |  0.001% | 2      |  0.001% | 
 | 389  | Samurott           |  0.00000% | 7      |  0.001% | 2      |  0.001% | 
 | 390  | Dedenne            |  0.00000% | 68     |  0.012% | 26     |  0.010% | 
 | 391  | Squirtle           |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 392  | Kricketune         |  0.00000% | 15     |  0.003% | 3      |  0.001% | 
 | 393  | Komala             |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 394  | Foongus            |  0.00000% | 10     |  0.002% | 4      |  0.002% | 
 | 395  | Squawkabilly       |  0.00000% | 54     |  0.010% | 10     |  0.004% | 
 | 396  | Quilava            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 397  | Pyroar             |  0.00000% | 43     |  0.008% | 16     |  0.006% | 
 | 398  | Basculin           |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 399  | Hitmonchan         |  0.00000% | 46     |  0.008% | 25     |  0.010% | 
 | 400  | Crocalor           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 401  | Pichu              |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 402  | Psyduck            |  0.00000% | 34     |  0.006% | 11     |  0.004% | 
 | 403  | Braixen            |  0.00000% | 20     |  0.004% | 9      |  0.004% | 
 | 404  | Snover             |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 405  | Noctowl            |  0.00000% | 39     |  0.007% | 17     |  0.007% | 
 | 406  | Victreebel         |  0.00000% | 41     |  0.007% | 10     |  0.004% | 
 | 407  | Brionne            |  0.00000% | 26     |  0.005% | 14     |  0.005% | 
 | 408  | Naclstack          |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 409  | Drakloak           |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 410  | Spidops            |  0.00000% | 67     |  0.012% | 28     |  0.011% | 
 | 411  | Duosion            |  0.00000% | 7      |  0.001% | 5      |  0.002% | 
 | 412  | Dunsparce          |  0.00000% | 42     |  0.008% | 14     |  0.005% | 
 | 413  | Igglybuff          |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 414  | Scraggy            |  0.00000% | 24     |  0.004% | 14     |  0.005% | 
 | 415  | Cacnea             |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 416  | Wooper-Paldea      |  0.00000% | 8      |  0.001% | 1      |  0.000% | 
 | 417  | Meditite           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 418  | Minun              |  0.00000% | 20     |  0.004% | 15     |  0.006% | 
 | 419  | Rotom              |  0.00000% | 18     |  0.003% | 7      |  0.003% | 
 | 420  | Tauros-Paldea-Combat |  0.00000% | 29     |  0.005% | 14     |  0.005% | 
 | 421  | Fletchling         |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 422  | Swalot             |  0.00000% | 9      |  0.002% | 3      |  0.001% | 
 | 423  | Diglett            |  0.00000% | 7      |  0.001% | 2      |  0.001% | 
 | 424  | Servine            |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 425  | Quaxly             |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 426  | Mudbray            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 427  | Fuecoco            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 428  | Sprigatito         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 429  | Oshawott           |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 430  | Happiny            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 431  | Gabite             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 432  | Cottonee           |  0.00000% | 14     |  0.003% | 7      |  0.003% | 
 | 433  | Buizel             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 434  | Monferno           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 435  | Tinkatuff          |  0.00000% | 352    |  0.063% | 162    |  0.063% | 
 | 436  | Magcargo           |  0.00000% | 26     |  0.005% | 9      |  0.004% | 
 | 437  | Aipom              |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 438  | Swablu             |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 439  | Magikarp           |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 440  | Eevee              |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 441  | Swanna             |  0.00000% | 11     |  0.002% | 0      |  0.000% | 
 | 442  | Ducklett           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 443  | Skiploom           |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 444  | Wooper             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 445  | Zweilous           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 446  | Metang             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 447  | Skiddo             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 448  | Shuppet            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 449  | Dartrix            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 450  | Oinkologne-F       |  0.00000% | 15     |  0.003% | 5      |  0.002% | 
 | 451  | Gulpin             |  0.00000% | 5      |  0.001% | 4      |  0.002% | 
 | 452  | Wingull            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 453  | Luxio              |  0.00000% | 7      |  0.001% | 5      |  0.002% | 
 | 454  | Piplup             |  0.00000% | 5      |  0.001% | 4      |  0.002% | 
 | 455  | Bulbasaur          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 456  | Pawniard           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 457  | Litten             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 458  | Arctibax           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 459  | Luvdisc            |  0.00000% | 8      |  0.001% | 4      |  0.002% | 
 | 460  | Pignite            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 461  | Sobble             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 462  | Shroomish          |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 463  | Spoink             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 464  | Gimmighoul         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 465  | Hattrem            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 466  | Plusle             |  0.00000% | 8      |  0.001% | 2      |  0.001% | 
 | 467  | Starly             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 468  | Pineco             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 469  | Marshtomp          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 470  | Hippopotas         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 471  | Morgrem            |  0.00000% | 5      |  0.001% | 5      |  0.002% | 
 | 472  | Inkay              |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 473  | Shelgon            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 474  | Meowth-Alola       |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 475  | Voltorb            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 476  | Slowpoke-Galar     |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 477  | Gurdurr            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 478  | Grovyle            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 479  | Pawmo              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 480  | Dewpider           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 481  | Oinkologne         |  0.00000% | 8      |  0.001% | 3      |  0.001% | 
 | 482  | Dragonair          |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 483  | Graveler           |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 484  | Graveler-Alola     |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 485  | Quilladin          |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 486  | Meowth             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 487  | Drowzee            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 488  | Tynamo             |  0.00000% | 9      |  0.002% | 1      |  0.000% | 
 | 489  | Sinistea           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 490  | Wiglett            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 491  | Nymble             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 492  | Tarountula         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
