 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 324  | Corphish           |  0.00002% | 6      |  0.001% | 1      |  0.000% | 
 | 325  | Wugtrio            |  0.00002% | 61     |  0.013% | 24     |  0.011% | 
 | 326  | Grotle             |  0.00002% | 8      |  0.002% | 3      |  0.001% | 
 | 327  | Marill             |  0.00002% | 22     |  0.005% | 17     |  0.008% | 
 | 328  | Lycanroc-Dusk      |  0.00002% | 78     |  0.017% | 40     |  0.019% | 
 | 329  | Cloyster           |  0.00002% | 76     |  0.016% | 38     |  0.018% | 
 | 330  | Zoroark            |  0.00002% | 76     |  0.016% | 13     |  0.006% | 
 | 331  | Bellossom          |  0.00002% | 75     |  0.016% | 33     |  0.015% | 
 | 332  | Palossand          |  0.00002% | 59     |  0.013% | 14     |  0.006% | 
 | 333  | Appletun           |  0.00002% | 36     |  0.008% | 8      |  0.004% | 
 | 334  | Gligar             |  0.00001% | 24     |  0.005% | 11     |  0.005% | 
 | 335  | Eiscue             |  0.00001% | 48     |  0.010% | 19     |  0.009% | 
 | 336  | Totodile           |  0.00001% | 4      |  0.001% | 0      |  0.000% | 
 | 337  | Revavroom          |  0.00001% | 94     |  0.020% | 31     |  0.014% | 
 | 338  | Oricorio-Pa'u      |  0.00001% | 13     |  0.003% | 8      |  0.004% | 
 | 339  | Vaporeon           |  0.00001% | 147    |  0.032% | 64     |  0.030% | 
 | 340  | Grumpig            |  0.00001% | 12     |  0.003% | 7      |  0.003% | 
 | 341  | Gloom              |  0.00001% | 9      |  0.002% | 2      |  0.001% | 
 | 342  | Tandemaus          |  0.00001% | 15     |  0.003% | 4      |  0.002% | 
 | 343  | Oricorio           |  0.00001% | 52     |  0.011% | 23     |  0.011% | 
 | 344  | Granbull           |  0.00001% | 49     |  0.011% | 16     |  0.007% | 
 | 345  | Furret             |  0.00001% | 17     |  0.004% | 5      |  0.002% | 
 | 346  | Camerupt           |  0.00001% | 74     |  0.016% | 43     |  0.020% | 
 | 347  | Crabominable       |  0.00001% | 67     |  0.014% | 35     |  0.016% | 
 | 348  | Seel               |  0.00001% | 8      |  0.002% | 5      |  0.002% | 
 | 349  | Sneasel-Hisui      |  0.00001% | 48     |  0.010% | 21     |  0.010% | 
 | 350  | Porygon            |  0.00001% | 4      |  0.001% | 1      |  0.000% | 
 | 351  | Pyroar             |  0.00001% | 28     |  0.006% | 12     |  0.006% | 
 | 352  | Duraludon          |  0.00000% | 53     |  0.011% | 24     |  0.011% | 
 | 353  | Dugtrio-Alola      |  0.00000% | 12     |  0.003% | 3      |  0.001% | 
 | 354  | Squawkabilly       |  0.00000% | 37     |  0.008% | 12     |  0.006% | 
 | 355  | Drednaw            |  0.00000% | 29     |  0.006% | 12     |  0.006% | 
 | 356  | Naclstack          |  0.00000% | 7      |  0.002% | 3      |  0.001% | 
 | 357  | Basculin           |  0.00000% | 23     |  0.005% | 9      |  0.004% | 
 | 358  | Flareon            |  0.00000% | 58     |  0.013% | 29     |  0.013% | 
 | 359  | Klawf              |  0.00000% | 8      |  0.002% | 4      |  0.002% | 
 | 360  | Tauros-Paldea-Combat |  0.00000% | 8      |  0.002% | 2      |  0.001% | 
 | 361  | Swalot             |  0.00000% | 9      |  0.002% | 2      |  0.001% | 
 | 362  | Slugma             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 363  | Rotom              |  0.00000% | 11     |  0.002% | 3      |  0.001% | 
 | 364  | Qwilfish           |  0.00000% | 14     |  0.003% | 7      |  0.003% | 
 | 365  | Minun              |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 366  | Dedenne            |  0.00000% | 6      |  0.001% | 3      |  0.001% | 
 | 367  | Meditite           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 368  | Pikipek            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 369  | Voltorb-Hisui      |  0.00000% | 15     |  0.003% | 3      |  0.001% | 
 | 370  | Zangoose           |  0.00000% | 27     |  0.006% | 11     |  0.005% | 
 | 371  | Torracat           |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 372  | Sobble             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 373  | Sudowoodo          |  0.00000% | 27     |  0.006% | 12     |  0.006% | 
 | 374  | Persian            |  0.00000% | 23     |  0.005% | 8      |  0.004% | 
 | 375  | Dodrio             |  0.00000% | 14     |  0.003% | 8      |  0.004% | 
 | 376  | Mabosstiff         |  0.00000% | 17     |  0.004% | 8      |  0.004% | 
 | 377  | Gogoat             |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 378  | Blissey            |  0.00000% | 39     |  0.008% | 7      |  0.003% | 
 | 379  | Poochyena          |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 380  | Cottonee           |  0.00000% | 7      |  0.002% | 4      |  0.002% | 
 | 381  | Hitmonlee          |  0.00000% | 15     |  0.003% | 4      |  0.002% | 
 | 382  | Morgrem            |  0.00000% | 12     |  0.003% | 8      |  0.004% | 
 | 383  | Sandslash-Alola    |  0.00000% | 58     |  0.013% | 27     |  0.013% | 
 | 384  | Tinkatuff          |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 385  | Ursaring           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 386  | Froakie            |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 387  | Cramorant          |  0.00000% | 12     |  0.003% | 5      |  0.002% | 
 | 388  | Muk                |  0.00000% | 8      |  0.002% | 3      |  0.001% | 
 | 389  | Ariados            |  0.00000% | 14     |  0.003% | 5      |  0.002% | 
 | 390  | Passimian          |  0.00000% | 13     |  0.003% | 4      |  0.002% | 
 | 391  | Slowpoke-Galar     |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 392  | Hitmonchan         |  0.00000% | 7      |  0.002% | 1      |  0.000% | 
 | 393  | Thwackey           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 394  | Swadloon           |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 395  | Wartortle          |  0.00000% | 20     |  0.004% | 8      |  0.004% | 
 | 396  | Chikorita          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 397  | Vulpix-Alola       |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 398  | Hoothoot           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 399  | Leavanny           |  0.00000% | 17     |  0.004% | 3      |  0.001% | 
 | 400  | Seviper            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 401  | Cubchoo            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 402  | Sandshrew-Alola    |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 403  | Plusle             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 404  | Pupitar            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 405  | Banette            |  0.00000% | 10     |  0.002% | 5      |  0.002% | 
 | 406  | Girafarig          |  0.00000% | 10     |  0.002% | 6      |  0.003% | 
 | 407  | Sunkern            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 408  | Chansey            |  0.00000% | 13     |  0.003% | 3      |  0.001% | 
 | 409  | Munchlax           |  0.00000% | 8      |  0.002% | 4      |  0.002% | 
 | 410  | Nosepass           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 411  | Hattrem            |  0.00000% | 6      |  0.001% | 1      |  0.000% | 
 | 412  | Donphan            |  0.00000% | 7      |  0.002% | 2      |  0.001% | 
 | 413  | Prinplup           |  0.00000% | 5      |  0.001% | 2      |  0.001% | 
 | 414  | Magneton           |  0.00000% | 25     |  0.005% | 7      |  0.003% | 
 | 415  | Noctowl            |  0.00000% | 8      |  0.002% | 2      |  0.001% | 
 | 416  | Sandaconda         |  0.00000% | 15     |  0.003% | 4      |  0.002% | 
 | 417  | Lombre             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 418  | Samurott           |  0.00000% | 16     |  0.003% | 9      |  0.004% | 
 | 419  | Gurdurr            |  0.00000% | 5      |  0.001% | 0      |  0.000% | 
 | 420  | Mudkip             |  0.00000% | 9      |  0.002% | 0      |  0.000% | 
 | 421  | Igglybuff          |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 422  | Squirtle           |  0.00000% | 9      |  0.002% | 3      |  0.001% | 
 | 423  | Veluza             |  0.00000% | 9      |  0.002% | 3      |  0.001% | 
 | 424  | Azurill            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 425  | Skuntank           |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 426  | Snivy              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 427  | Oshawott           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 428  | Bulbasaur          |  0.00000% | 6      |  0.001% | 3      |  0.001% | 
 | 429  | Buizel             |  0.00000% | 10     |  0.002% | 1      |  0.000% | 
 | 430  | Applin             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 431  | Marshtomp          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 432  | Kricketune         |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 433  | Pichu              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 434  | Golem              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 435  | Braixen            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 436  | Mienfoo            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 437  | Grimer-Alola       |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 438  | Houndour           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 439  | Oinkologne         |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 440  | Mightyena          |  0.00000% | 7      |  0.002% | 1      |  0.000% | 
 | 441  | Hoppip             |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 442  | Happiny            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 443  | Diglett            |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 444  | Chespin            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 445  | Bayleef            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 446  | Zorua-Hisui        |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 447  | Spewpa             |  0.00000% | 6      |  0.001% | 0      |  0.000% | 
 | 448  | Gastly             |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 449  | Combusken          |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 450  | Foongus            |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 451  | Spidops            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 452  | Wooper             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 453  | Fletchinder        |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 454  | Nymble             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 455  | Toedscool          |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 456  | Magby              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 457  | Luvdisc            |  0.00000% | 9      |  0.002% | 3      |  0.001% | 
 | 458  | Weepinbell         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 459  | Grookey            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 460  | Brionne            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 461  | Espurr             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 462  | Bronzor            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 463  | Treecko            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 464  | Sliggoo-Hisui      |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 465  | Poliwhirl          |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 466  | Charmander         |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 467  | Cetoddle           |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
